,School_ID,State,Year,Subject,isbn,title,authors,published,rating,score,description
117,3,VIC,3,LANGUAGES,9781563160332,IQRAʾ Arabic Reader 3,"['Fadel Abdallah', 'Faḍl Ibrāhīm ʻAbd Allāh']",1995,0.0,0.0,
118,3,VIC,3,ENGLISH,9780190302689,Australian Primary Integrated Dictionary and Thesaurus,['Oxford Dictionaries Staff'],2016-08-30,0.0,0.0,"Aimed at Upper primary students (ages 10 to 12)Completely revised and updated to reflect contemporary word creation and usageOver 20,000 dictionary headwords and 10,000 thesaurus headwordsDictionary entries and corresponding thesaurus entries are located on the same page Dictionary and thesaurus headwords are colour-coded for quick visual reference Mixture of serif and sans serif fonts to distinguish between headwords and definitions and to support readability"
119,3,VIC,3,SCIENCE,9780394176550,Break Dancing,,1984,0.0,0.0,Instructions in performing the major moves and steps of the dance form. Includes advice on dress and music.
120,3,VIC,3,RELIGIOUS EDUCATION,9781933301013,,,,,,
121,8,VIC,3,MATHEMATICS,9781925114300,Maths Mate 10,['Joseph Bruce Wright'],2010,0.0,0.0,
122,8,VIC,3,MATHEMATICS,9781921535758,Maths Mate 10,['Joseph Bruce Wright'],2010,0.0,0.0,
123,8,VIC,3,MATHEMATICS,9781921535758,Maths Mate 10,['Joseph Bruce Wright'],2010,0.0,0.0,
124,8,VIC,3,MATHEMATICS,9781876081621,The Times Law Reports Set,['LexisNexis'],2009-10-07,0.0,0.0,"The Times Law Reports comprises of the text of the case reports which appear in The Times, to which have been added catchwords summarising the content. The reports comprise brief introductions to the cases and the salient points of the judgments. The Times Law Reports are universally acknowledged for their quality and authority. The Editor, Iain Sutherland, and all the law reporters are barristers or advocates.The reports cover every branch of the law and come from a wide range of jurisdictions including the courts of England and Wales and Scotland, the European Court of Justice in Luxembourg, the European Court of Human Rights in Strasbourg and the International Court of Justice in The Hague."
125,8,VIC,3,MATHEMATICS,9781876081638,Leonard Cohen,['Leonard Cohen'],2011,0.0,0.0,"A definitive selection of song lyrics and poems from the Rock-and-Roll Hall of Fame inductee and Grammy Lifetime Achievement Award-winning musical artist includes such influential pieces as ""Sisters of Mercy,"" ""Bird on the Wire"" and ""I'm Your Man."""
126,8,VIC,3,ENGLISH,9780980868753,Handwriting Conventions: Book 2.Victorian Modern Cursive,['Steven T Murray'],2011-01-01,0.0,0.0,"""Handwriting Conventions Victoria is Teachers 4 Teachers brand new handwriting series for Victorian schools"".-- Source of summary, ""Teachers 4 Teachers-[Handwriting Conventions VIC]"", accessed 31 May 2013."
127,9,NSW,3,ENGLISH,9780648237334,Kluwell My Home Reading Orange Level,"['Stan Kluzek', 'Andrew Coldwell']",2019-07,0.0,0.0,Suitable for upper level primary school.
128,9,NSW,3,ENGLISH,9780190312572,Handwriting for New South Wales,['Deborah Davis'],2019,0.0,0.0,
129,9,NSW,3,MATHEMATICS,9780190322816,Maths Plus NSW Syllabus Mentals and Homework Book 3 2020,"[""Harry O'Brien"", 'Greg Purcell']",2019-11-28,0.0,0.0,"The Maths Plus NSW Syllabus Mentals and Homework Book provides students in Year 3 with opportunities to practise and develop skills and strategies.The Mentals and Homework Books: provide essential revision and consolidation activitiesdirectly correspond to the concepts and units of work presented in the Student Books link all activities to the three Australian Curriculum: Mathematics strands of Number and Algebra, Measurement and Geometry, and Statistics and Probability."
130,10,VIC,3,ENGLISH,9780190323172,Oxford Grammar Student Book 1,['Andrew Woods'],2020-06-03,0.0,0.0,"Oxford Grammar explores key grammatical concepts in line with the requirements of the Australian Curriculum: English, and helps students connect grammar features to a writing purpose. Best-selling textbook author Andrew Woods uses appealing stimulus pages and authentic literary texts to model grammar in context at the word, sentence and text level, with related writing activities for practice. Oxford Grammar will provide students with the tools they need to be effective when expressing their own ideas.The Student Books feature:complete coverage of the Australian Curriculum: Englishalignment to the requirements of the ACARA Literacy Learning Progression'Test yourself' units offering cumulative revision and preparation for national testing'Using grammar in texts' units to link grammar with the purpose of informative, imaginative and persuasive text typesextension and enrichment unitsopportunities for self-reflection and progress checkinga handy glossary of terms."
131,10,VIC,3,LANGUAGES,9780932416988,Modern Greek for Adults,['Theodore C. Papaloizos'],1978-12,1.0,3.0,
132,10,VIC,3,MUSIC,9781875191987,The Dark Side of Heaven,['Tamar Myers'],2006,0.0,0.0,"A literary work from nationally bestselling author, Tamar Myers, THE DARK SIDE OF HEAVEN is the poignant, yet uplifting tale of a naïve Amish woman's banishment from her community and her passage into the real world. It is the story of her struggle to come to terms with life-altering decisions. It is a novel about religious conflict hard choices."
133,10,VIC,3,ENGLISH,9781922116734,Excel Basic Skills,['N. Colvin'],2000,0.0,0.0,"Excel Writing Skills provides activities and exercises desig ned to improve the quality of students,, written expression. The exercis es are based on ten common text types in which specific grammar, punctua tion and language skills are used. This book should develop students,, w riting skills for all school subjects. In this book your child wi ll find: exercises based around ten common text types a wide variety of interesting activities fun visual exercis es to stimulate the imagination revision sections throughout fo r constant reinforcement a lift-out answer section The Excel Basic Skills: Writing Skills book is designed to he lp Years 3-4 students develop and increase their creative writing skills . It is a clear and practical guide to writing well-structured, grammati cally correct English. The book is divided into units based on various n arrative and non-fiction text types. Each unit provides a model text, th en a variety of practical exercises that cover the important grammar, vo cabulary and punctuation points to be learned when writing for that spec ific text type. Answers are provided in a convenient lift-out section in the centre. Contents: Narrative - ... Strike me Pin k! Recount -... Diary Entry Information Report - ... Th e Bilby Review Recount - ... History of Cats in Austra lia Exposition - ... Should Pet Cats Wear Bells? Proce dure - How to Make a Paper Folding Cat Preview Explana tion - ... Red Crabs of Christmas Island Description - ... the Sydney Opera House Review Biography - William Charles Wentworth Information Report - ... The Blue Mountains Review Answers"
134,10,VIC,3,ENGLISH,9781741351583,Spelling Rules!.,"['Helen Pearson', 'Janelle Ho']",2006,3.0,3.0,This workbook for Year 7 is part of the whole-school spelling program that helps every student become a good speller. The activities help develop different forms of spelling knowledge that enable spelling to move from working memory into long-term memory making spelling stickThese forms of knowledge include: kinaesthetic - the physical feeling when saying sounds or writing wordsphonological - the sound of spellingvisual - the look and patterns of spellingmorphemic - the meaning or
135,10,VIC,3,ENGLISH,9780190312503,Handwriting First for Victoria Foundation,['Lesley Ljungdahl'],2018-10-11,0.0,0.0,"Oxford Handwriting for Victoria is a comprehensive and engaging program designed to introduce and develop the fundamental skills of handwriting. It includes correct posture and grip models, opportunities to model and practise accurate letter formation and joining techniques, and activities to help every student develop a fluent automatic handwriting style. The Oxford Handwriting for Victoria series is comprised of seven student workbooks for years F-6 featuring words from the most recent Oxford Wordlist as well as themes and characters from Oxford Reading for Comprehension. Key Features of the handwriting books include:state-specific handwriting conventionsengaging full-colour illustrationshelpful tips along the waycolouring-in opportunitiesself-assessment tasksnumber tracing."
136,10,VIC,3,LANGUAGES,9780932416988,Children From the Neighborhood Workbook,['Theodore Papaloizos'],2006,0.0,0.0,
137,10,VIC,3,MATHEMATICS,9781741351781,IMaths,"['Mary Serenc', 'Chris Linthorne', 'Lena Ford']",2011-01-01,0.0,0.0,""" iMaths is an investigative-based numeracy program thath comprehensively addresses both the content and proficency strands of the Australian curriculum"". -- Back cover."
138,10,VIC,3,MATHEMATICS,9781741351842,IMaths,"['Mary Serenc', 'Chris Linthorne', 'Lena Ford']",2011-01-01,0.0,0.0,""" iMaths is an investigative-based numeracy program thath comprehensively addresses both the content and proficency strands of the Australian curriculum"". -- Back cover."
139,10,VIC,3,MUSIC,9780975182864,,,,,,
140,6,VIC,3,ENGLISH,9780190303488,Oxford Australian Integrated School Dictionary and Thesaurus,['Mark Gwynn'],2009,0.0,0.0,"Edited at the Australian National Dictionary Centre in Canberra, this innovative reference book is a dictionary and thesaurus in a single volume. Completely revised and updated, with hundreds of new entries, this single volume includes: over 15 000 headwords -- a simple respelling system to guide pronunciation clear definitions with Australian usage -- interesting and useful derivations that shed light on meaning and help with recognition of word elements -- example phrases or sentences that identify the different meanings of the headword and show how it is used in context -- the top section of each page contains the dictionary text, while the lower section contains corresponding thesaurus entries for two-thirds of the words covered by the dictionary -- new words and terms include 'anime', 'webcam', 'counterterrorism', 'ringtone', 'cyberspace', 'techno', 'carbon offset', 'chocker', 'HDTV', 'google' and 'text'."
141,6,VIC,3,ENGLISH,9781741351583,Spelling Rules!.,"['Helen Pearson', 'Janelle Ho']",2006,3.0,3.0,This workbook for Year 7 is part of the whole-school spelling program that helps every student become a good speller. The activities help develop different forms of spelling knowledge that enable spelling to move from working memory into long-term memory making spelling stickThese forms of knowledge include: kinaesthetic - the physical feeling when saying sounds or writing wordsphonological - the sound of spellingvisual - the look and patterns of spellingmorphemic - the meaning or
142,6,VIC,3,MATHEMATICS,9781741353389,Think Mentals Student Book 3,"['Chris Linthorne', 'Sandra Williams']",2015-05,0.0,0.0,
143,6,VIC,3,ENGLISH,9780725334628,New Improved Modern Cursive Handwriting 3,"['Gail Nightingale', 'Paul Nightingale']",2004,0.0,0.0,New Improved Modern Cursive Handwriting for Victoria is a popular series providing a structured approach to handwriting with full teacher support.
144,6,VIC,3,ENGLISH,9781925487466,My Wellbeing Journal Years 1 And 2,"[""Lauren O'Brien""]",2018-08-31,0.0,0.0,
145,6,VIC,3,SCIENCE,9780190310776,Jacaranda Atlas Ninth Edition EBookPLUS and Print,"['Raymond Pask', 'Jacaranda Staff', 'Lynne Griffiths', 'Jane Bellamy', 'Jill Price', 'Nicole Gray', 'John Ramsdale', 'Alex Rossimel']",2017-08-25,0.0,0.0,
146,6,VIC,3,english,9780224025720,Matilda BL,['Roald Dahl'],2018-10-04,0.0,0.0,"___________ The original, magical story with a brand new cover from Quentin Blake! October 2018 marks 30 years since Matilda was published! This brand new jacket comes with a never-before-seen illustration of Matilda as the Chief Executive of the British Library - one of the careers that Quentin Blake himself has imagined that Matilda might have at 30 years old. Matilda Wormwood A remarkable child with a magical mind. Mr and Mrs Wormwood Matilda's parents - liars, swindlers and TV addicts. Miss Trunchbull Headmistress of Crunchem Hall and the world's biggest bully. Bruce Bogtrotter Chocolate-cake-eating extraordinaire! These are just some of the unforgettable characters from this classic story by the world's number one storyteller - now with a brand-new cover design from Quentin Blake to celebrate the 30th anniversary of the publication of Matilda. Also available: Matilda at 30: World Traveller Matilda at 30: Astrophysicist"
147,11,QLD,3,MATHEMATICS,9781741353389,Think Mentals Student Book 3,"['Chris Linthorne', 'Sandra Williams']",2015-05,0.0,0.0,
148,11,QLD,3,MATHEMATICS,9781877085451,Victorian Targeting Handwriting,"['Tricia Dearborn', 'Jo Ryan', 'Stephen Michael King']",2004,0.0,0.0,"Targeting Handwriting Victoria Year 6 Student Book focuses on develop ing students' own styles, while emphasising fluency and legibility. The book includes: 'Mature' real-world applications, e. g. developing a signature and tips for note taking teaching pag es with two sets of copying lines, for reinforcement and extra practice a section on calligraphy The Targeting Handwritin g Years 3-6 Student Books have been designed to make learning cursive ha ndwriting as easy as possible for students. New skills are introduced se quentially, so that students build on skills one by one and aren't calle d on to use skills that haven't been introduced yet. Wherever pos sible, students copy words underneath models, so that left-handers aren' t disadvantaged, and practice of numerals and punctuation is integrated into the writing activities. The books also encourage and support studen t self-assessment."
149,11,QLD,3,MATHEMATICS,9789814629294,Targeting Maths,"['Katy Pike', 'Garda Turner']",2004,0.0,0.0,
150,11,QLD,3,MATHEMATICS,9789810732967,Jolly Phonics Letter Sound Poster,"['Sue Lloyd', 'Sara Wernham']",2001,0.0,0.0,
151,11,QLD,3,MATHEMATICS,9781741351583,Spelling Rules!.,"['Helen Pearson', 'Janelle Ho']",2006,3.0,3.0,This workbook for Year 7 is part of the whole-school spelling program that helps every student become a good speller. The activities help develop different forms of spelling knowledge that enable spelling to move from working memory into long-term memory making spelling stickThese forms of knowledge include: kinaesthetic - the physical feeling when saying sounds or writing wordsphonological - the sound of spellingvisual - the look and patterns of spellingmorphemic - the meaning or
152,13,NT,3,MATHEMATICS,9780648237334,Kluwell My Home Reading Orange Level,"['Stan Kluzek', 'Andrew Coldwell']",2019-07,0.0,0.0,Suitable for upper level primary school.
153,13,NT,3,MATHEMATICS,9781741351842,IMaths,"['Mary Serenc', 'Chris Linthorne', 'Lena Ford']",2011-01-01,0.0,0.0,""" iMaths is an investigative-based numeracy program thath comprehensively addresses both the content and proficency strands of the Australian curriculum"". -- Back cover."
154,15,NSW,3,MATHEMATICS,9781741353389,Think Mentals Student Book 3,"['Chris Linthorne', 'Sandra Williams']",2015-05,0.0,0.0,
155,15,NSW,3,ENGLISH,9780141354828,Charlotte's Web,['E. B. White'],2014-07-03,3867.0,4.0,"'I don't want to die! Save me, somebody! Save me!' One spring morning a little girl called Fern rescues a runt and names him Wilbur. But then Wilbur is sent to live on a farm where me meets Charlotte, a beautiful large grey spider. The become best friends and, when Wilbur is faced with the usual fate of nice fat little pigs, Charlotte must find a clever way to save him."
156,15,NSW,3,ENGLISH,9780142401088,Charlie and the Chocolate Factory,['Roald Dahl'],2018-03-16,0.0,0.0,
157,15,NSW,3,MATHEMATICS,9781741351781,IMaths,"['Mary Serenc', 'Chris Linthorne', 'Lena Ford']",2011-01-01,0.0,0.0,""" iMaths is an investigative-based numeracy program thath comprehensively addresses both the content and proficency strands of the Australian curriculum"". -- Back cover."
158,15,NSW,3,ENGLISH,9780849907685,Holy Bible,"['Thomas Nelson Publishers', 'Thomas Nelson Publishing Staff']",1991-03-01,0.0,0.0,Easy-to-read language for children Artwork Maps Dictionary
159,15,NSW,3,MATHEMATICS,9781741351842,IMaths,"['Mary Serenc', 'Chris Linthorne', 'Lena Ford']",2011-01-01,0.0,0.0,""" iMaths is an investigative-based numeracy program thath comprehensively addresses both the content and proficency strands of the Australian curriculum"". -- Back cover."
160,16,NSW,3,ENGLISH,9780732285432,The Camel Who Crossed Australia,['Jackie French'],2010-02-01,1.0,3.0,"Third in Jackie French's Animal Stars series, featuring the animals who contributed to history's most famous events. the story of the famous Burke and Wills expedition ... as it has never been told before the humans called him 'Bell Sing', but to the other camels he is known as 'He Who Spits Further than the Wind'. transported from the mountains and deserts of the 'Northwest Frontier' (present-day Pakistan and Afghanistan), Bell Sing accompanies explorers Burke and Wills as they try to cross Australia from south to north. Bell Sing has never had a high opinion of humans - or horses. And this expedition is the worst managed caravan he's even been in. Camel handler Dost Mahomet and soldier John King are also beginning to wonder if their leader is competent, or crazy. Bell Sing can smell water over the sandhills on the horizon ... and freedom too. Can the expedition succeed? And who - if anyone - will survive? this is the gritty and true story about one of the most extraordinary and iconic events in Australia's history. Praise for the Animal Stars series: 'an irreverent and informative charmer' Sunday Age 'this exciting story of adventure and survival against the odds with likeable main characters has greater power than text books to spark new interests and extend existing ones' Viewpoint 'What a delight to read this book! ... I think this book could inspire much original history reading by young readers' Book News 'this is history brought to life for the young reader' Reader's Feast Book Guide Ages 9 - 13"
161,16,NSW,3,MATHEMATICS,9781741351811,IMaths,"['Mary Serenc', 'Chris Linthorne', 'Lena Ford']",2011-01-01,0.0,0.0,""" iMaths is an investigative-based numeracy program thath comprehensively addresses both the content and proficency strands of the Australian curriculum"". -- Back cover."
162,16,NSW,3,ENGLISH,9780648103066,Vasilisa the Wise and Tales of Other Brave Young Women,,2017-12-14,1.0,5.0,"Meet the brave young women from tales of yore ... Vasilisa who must try to outwit the fearsome witch Baba-Yaga. Katie Crackernuts who sets out to save her sister from dark magic. Flora, the gardener's daughter, who marries a giant serpent to save a prince. Fairer-Than-A-Fairy, a princess who is kidnapped by an evil one-eyed enchantress. Lullala, in love with a prince cursed to be a lion by day and a man by night. Rosemary, a Scottish lass whose baby is stolen by the wicked faery folk of the Sidhe. Ursula, a princess replaced by a walking, talking automaton. These are not your usual passive princess, waiting forlornly for their prince to come."
163,16,NSW,3,MATHEMATICS,9781741351811,IMaths,"['Mary Serenc', 'Chris Linthorne', 'Lena Ford']",2011-01-01,0.0,0.0,""" iMaths is an investigative-based numeracy program thath comprehensively addresses both the content and proficency strands of the Australian curriculum"". -- Back cover."
164,17,QLD,3,ENGLISH,9780190320249,Handwriting for Queensland Year 1,"['Debbie Croft', 'Deborah Davis', 'Maree Williams']",2010,0.0,0.0,
165,30,SA,3,MATHEMATICS,9781925487237,Reading Diary and Word Book,"[""Harry O'Brien"", ""Julie O'Brien""]",2017-06-01,0.0,0.0,"Reading diary for primary students, including reading skills and word lists"
166,30,SA,3,ENGLISH,9780190309961,Oxford Australian Junior Dictionary,['Oxford Dictionary'],2017-10-23,0.0,0.0,"Oxford Australian Junior DictionaryExtend your students' dictionary skills.Over 10,000 headwords and phrases and 400 colour photographs and illustrations.Contains all Oxford Wordlist 500 words, identified by a star icon.Complimentary online activity sheets to practise dictionary skills.Special section at the back on grammar, spelling and punctuation.Additional illustrated section at the back with thematic wordlists covering content such as numbers, shapes, time, seasons, fruit and vegetables and parts of the body."
167,33,NSW,3,MATHEMATICS,9781864412741,Excel Basic Skills Homework Book,['Tanya Dalgleish'],1997,0.0,0.0,"Suited for children in Year 2, aged 7-8 years old, this book bu ilds basic skills in reading, comprehension and maths. It supports schoo lwork by having students practise key basic skills on a regular basis. T his allows your child to learn new concepts while revising previous work . In Excel English and Mathematics your child will find: thirty carefully graded double-page units. Each unit has w ork on numbers, measurement, shapes in Maths and comprehension, grammar, punctuation, spelling and vocabulary in English a wide variety of interesting exercises four term reviews to test work covere d each term marking grids to identify strengths and weaknesses a lift-out answer section"
168,33,NSW,3,ENGLISH,9780190312589,Oxford Handwriting for New South Wales Year 5,['Lesley Ljungdahl'],2018-10-11,0.0,0.0,"Oxford Handwriting for New South Wales is a comprehensive and engaging program designed to introduce and develop the fundamental skills of handwriting. It includes correct posture and grip models, opportunities to model and practise accurate letter formation and joining techniques, and activities to help every student develop a fluent automatic handwriting style. The Oxford Handwriting for New South Wales series is comprised of seven student workbooks for years K-6 featuring words from the most recent Oxford Wordlist as well as themes and characters from Oxford Reading for Comprehension.Key features of the handwriting books include:state-specific handwriting conventions for NSWengaging full-colour illustrationshelpful tips along the waycolouring-in opportunitiesself-assessment tasksnumber tracing activities."
169,33,NSW,3,MATHEMATICS,9781741351781,IMaths,"['Mary Serenc', 'Chris Linthorne', 'Lena Ford']",2011-01-01,0.0,0.0,""" iMaths is an investigative-based numeracy program thath comprehensively addresses both the content and proficency strands of the Australian curriculum"". -- Back cover."
170,33,NSW,3,ENGLISH,9780190302689,Australian Primary Integrated Dictionary and Thesaurus,['Oxford Dictionaries Staff'],2016-08-30,0.0,0.0,"Aimed at Upper primary students (ages 10 to 12)Completely revised and updated to reflect contemporary word creation and usageOver 20,000 dictionary headwords and 10,000 thesaurus headwordsDictionary entries and corresponding thesaurus entries are located on the same page Dictionary and thesaurus headwords are colour-coded for quick visual reference Mixture of serif and sans serif fonts to distinguish between headwords and definitions and to support readability"
171,35,NSW,3,ENGLISH,9780170416917,PM Handwriting for NSW K,['Deborah Davis'],2017-10-23,0.0,0.0,"PM Handwriting for New South Wales is a carefully sequenced handwriting program for Kindergarten to 6, designed to enable students to master a fluent, legible and automatic handwriting style. The series provides instruction for correct letter formation and joining techniques in the New South Wales foundation Style. The workbooks feature high-frequency words, favourite characters, themes and topics from the PM readers, and purposeful digital extension activities accessed via QR codes."
172,35,NSW,3,MATHEMATICS,9781488621833,Australian Signpost Maths 3 Mentals,"['Alan McSeveny', 'Diane McSeveny-Foster', 'Rachel McSeveny']",2017-10-24,0.0,0.0,"A longtime favourite with teachers, Australian Signpost Maths now features resources to help you take maths learning into the digital age and meet the latest assessment requirements. Consolidate learning with questions from the mentals books and reinforce class learning with assignable homework."
173,36,QLD,3,MATHEMATICS,9781921358913,Victorian Targeting Handwriting,"['Tricia Dearborn', 'Jo Ryan', 'Stephen Michael King']",2004,0.0,0.0,"Targeting Handwriting Victoria Year 6 Student Book focuses on develop ing students' own styles, while emphasising fluency and legibility. The book includes: 'Mature' real-world applications, e. g. developing a signature and tips for note taking teaching pag es with two sets of copying lines, for reinforcement and extra practice a section on calligraphy The Targeting Handwritin g Years 3-6 Student Books have been designed to make learning cursive ha ndwriting as easy as possible for students. New skills are introduced se quentially, so that students build on skills one by one and aren't calle d on to use skills that haven't been introduced yet. Wherever pos sible, students copy words underneath models, so that left-handers aren' t disadvantaged, and practice of numerals and punctuation is integrated into the writing activities. The books also encourage and support studen t self-assessment."
174,36,QLD,3,ENGLISH,9781877085451,Victorian Targeting Handwriting,"['Tricia Dearborn', 'Jo Ryan', 'Stephen Michael King']",2004,0.0,0.0,"Targeting Handwriting Victoria Year 6 Student Book focuses on develop ing students' own styles, while emphasising fluency and legibility. The book includes: 'Mature' real-world applications, e. g. developing a signature and tips for note taking teaching pag es with two sets of copying lines, for reinforcement and extra practice a section on calligraphy The Targeting Handwritin g Years 3-6 Student Books have been designed to make learning cursive ha ndwriting as easy as possible for students. New skills are introduced se quentially, so that students build on skills one by one and aren't calle d on to use skills that haven't been introduced yet. Wherever pos sible, students copy words underneath models, so that left-handers aren' t disadvantaged, and practice of numerals and punctuation is integrated into the writing activities. The books also encourage and support studen t self-assessment."
175,36,QLD,3,ENGLISH,9781922246165,ORIGO Stepping Stones Student Journal Year F,['ORIGO Education'],2014-01-01,0.0,0.0,
176,36,QLD,3,MATHEMATICS,9780733978586,Enrich-e-matics,['Anne Joshua'],2006,0.0,0.0,Enrich-e-matics 3rd Edition combines the best from the highly successful seriesIntroducing Enrich-e-matics and Enrich-e-matics 2nd Edwith new features and content to extend and enrich the mathematics opportunities for all students. A new design and a fresh organisation breathes new life into the fantastic material that has made the Enrich-e-matics series a success since 1991.
177,37,NT,3,MUSIC,9780648396703,,,,,,
178,37,NT,3,ENGLISH,9781741353006,Victorian Targeting Handwriting,"['Tricia Dearborn', 'Jo Ryan', 'Stephen Michael King']",2004,0.0,0.0,"Targeting Handwriting Victoria Year 6 Student Book focuses on develop ing students' own styles, while emphasising fluency and legibility. The book includes: 'Mature' real-world applications, e. g. developing a signature and tips for note taking teaching pag es with two sets of copying lines, for reinforcement and extra practice a section on calligraphy The Targeting Handwritin g Years 3-6 Student Books have been designed to make learning cursive ha ndwriting as easy as possible for students. New skills are introduced se quentially, so that students build on skills one by one and aren't calle d on to use skills that haven't been introduced yet. Wherever pos sible, students copy words underneath models, so that left-handers aren' t disadvantaged, and practice of numerals and punctuation is integrated into the writing activities. The books also encourage and support studen t self-assessment."
179,37,NT,3,ENGLISH,9781743305737,Strategies to Achieve Reading Success,,2012,0.0,0.0,
180,37,NT,3,ENGLISH,9780076044849,Spelling Mastery 2007,"['Robert Dixon', 'Siegfried Engelmann', 'Mary Meier Bauer']",2006,0.0,0.0,"Using Spelling Mastery, teachers can efficiently and effectively deliver straightforward lessons that help their students learn dependable spelling skills. Students are taught in small steps, using sufficient practice, so that they comprehend how spelling works and can become proficient writers. In just 15-20 minutes a day, you can teach your students the strategies they need to become successful, lifelong spellers."
181,37,NT,3,MATHEMATICS,9780980790559,,,,,,
182,37,NT,3,ENGLISH,9781743305539,Strategies to Achieve Reading Success,,2012,0.0,0.0,
183,3,VIC,4,ENGLISH,9780190312541,Handwriting First for Victoria Foundation,['Lesley Ljungdahl'],2018-10-11,0.0,0.0,"Oxford Handwriting for Victoria is a comprehensive and engaging program designed to introduce and develop the fundamental skills of handwriting. It includes correct posture and grip models, opportunities to model and practise accurate letter formation and joining techniques, and activities to help every student develop a fluent automatic handwriting style. The Oxford Handwriting for Victoria series is comprised of seven student workbooks for years F-6 featuring words from the most recent Oxford Wordlist as well as themes and characters from Oxford Reading for Comprehension. Key Features of the handwriting books include:state-specific handwriting conventionsengaging full-colour illustrationshelpful tips along the waycolouring-in opportunitiesself-assessment tasksnumber tracing."
184,3,VIC,4,ENGLISH,9780190302689,Australian Primary Integrated Dictionary and Thesaurus,['Oxford Dictionaries Staff'],2016-08-30,0.0,0.0,"Aimed at Upper primary students (ages 10 to 12)Completely revised and updated to reflect contemporary word creation and usageOver 20,000 dictionary headwords and 10,000 thesaurus headwordsDictionary entries and corresponding thesaurus entries are located on the same page Dictionary and thesaurus headwords are colour-coded for quick visual reference Mixture of serif and sans serif fonts to distinguish between headwords and definitions and to support readability"
185,8,VIC,4,MATHEMATICS,9781925114300,Maths Mate 10,['Joseph Bruce Wright'],2010,0.0,0.0,
186,8,VIC,4,MATHEMATICS,9781921535758,Maths Mate Mauve,['J. Wright'],2003,0.0,0.0,
187,8,VIC,4,MATHEMATICS,9781921535758,Maths Mate 10,['Joseph Bruce Wright'],2010,0.0,0.0,
188,8,VIC,4,MATHEMATICS,9781876081621,The Times Law Reports Set,['LexisNexis'],2009-10-07,0.0,0.0,"The Times Law Reports comprises of the text of the case reports which appear in The Times, to which have been added catchwords summarising the content. The reports comprise brief introductions to the cases and the salient points of the judgments. The Times Law Reports are universally acknowledged for their quality and authority. The Editor, Iain Sutherland, and all the law reporters are barristers or advocates.The reports cover every branch of the law and come from a wide range of jurisdictions including the courts of England and Wales and Scotland, the European Court of Justice in Luxembourg, the European Court of Human Rights in Strasbourg and the International Court of Justice in The Hague."
189,8,VIC,4,MATHEMATICS,9781876081638,Leonard Cohen,['Leonard Cohen'],2011,0.0,0.0,"A definitive selection of song lyrics and poems from the Rock-and-Roll Hall of Fame inductee and Grammy Lifetime Achievement Award-winning musical artist includes such influential pieces as ""Sisters of Mercy,"" ""Bird on the Wire"" and ""I'm Your Man."""
190,8,VIC,4,ENGLISH,9781741250916,Victorian Targeting Handwriting,"['Tricia Dearborn', 'Jo Ryan', 'Stephen Michael King']",2004,0.0,0.0,"Targeting Handwriting Victoria Year 6 Student Book focuses on develop ing students' own styles, while emphasising fluency and legibility. The book includes: 'Mature' real-world applications, e. g. developing a signature and tips for note taking teaching pag es with two sets of copying lines, for reinforcement and extra practice a section on calligraphy The Targeting Handwritin g Years 3-6 Student Books have been designed to make learning cursive ha ndwriting as easy as possible for students. New skills are introduced se quentially, so that students build on skills one by one and aren't calle d on to use skills that haven't been introduced yet. Wherever pos sible, students copy words underneath models, so that left-handers aren' t disadvantaged, and practice of numerals and punctuation is integrated into the writing activities. The books also encourage and support studen t self-assessment."
191,9,NSW,4,ENGLISH,9780648237334,Kluwell My Home Reading Orange Level,"['Stan Kluzek', 'Andrew Coldwell']",2019-07,0.0,0.0,Suitable for upper level primary school.
192,9,NSW,4,ENGLISH,9780061992278,The One and Only Ivan,['Katherine Applegate'],2012-02-16,170.0,4.0,"Now a major motion picture available on Disney+! Inspired by a true story, this is the beautifully written tale of how a mighty gorilla wins his freedom. A winning blend of humour and poignancy that will appeal to fans of Michael Morpurgo."
193,9,NSW,4,ENGLISH,9780670894383,The Girl with No Name,['Pat Lowe'],1994-08-01,0.0,0.0,"Set in the dramatic beauty of the Kimberley region, this is the poignant story of Matthew and his unusual friendship with an Aboriginal girl."
194,9,NSW,4,ENGLISH,9781925487329,Grammar Conventions,"[""Lauren O'Brien"", 'John Walters']",2012,0.0,0.0,"""Grammar conventions Activity Books 1 to 6 follow the new national direction. They are desinged to develop students' grammatical skills.""--From back cover."
195,9,NSW,4,ENGLISH,9780190312589,Oxford Handwriting for New South Wales Year 5,['Lesley Ljungdahl'],2018-10-11,0.0,0.0,"Oxford Handwriting for New South Wales is a comprehensive and engaging program designed to introduce and develop the fundamental skills of handwriting. It includes correct posture and grip models, opportunities to model and practise accurate letter formation and joining techniques, and activities to help every student develop a fluent automatic handwriting style. The Oxford Handwriting for New South Wales series is comprised of seven student workbooks for years K-6 featuring words from the most recent Oxford Wordlist as well as themes and characters from Oxford Reading for Comprehension.Key features of the handwriting books include:state-specific handwriting conventions for NSWengaging full-colour illustrationshelpful tips along the waycolouring-in opportunitiesself-assessment tasksnumber tracing activities."
